target,tier,query_class,response_format,concurrency,repetition,requests,rps,window_seconds,coverage,cpu_seconds,cpu_cores,cpu_seconds_per_request,mem_mean_bytes,mem_peak_bytes,api_workers
dachs-scaling3,24,mix,csv,8,2,737,12.156,61.060134,0.906553,340.769616,5.580885,0.462374,1068243626.666667,1150210048,
dachs-scaling3,24,mix,csv,8,3,752,12.39,61.270319,0.903658,325.288479,5.309071,0.432564,1065506816.0,1129000960,
dachs-scaling3,24,Q01,votable,32,1,1024,16.626,62.407866,0.886601,129.196827,2.070201,0.126169,868254720.0,877629440,
dachs-scaling3,24,Q01,votable,32,2,1027,16.816,61.908352,0.975353,128.168975,2.070302,0.124799,873093277.538462,877121536,
dachs-scaling3,24,Q01,votable,32,3,1024,16.68,62.237427,0.970017,128.055913,2.057539,0.125055,878026436.923077,883527680,
dachs-scaling3,24,Q01,votable,8,1,1141,18.94,60.345569,0.916785,129.361409,2.143677,0.113375,863293098.666667,865574912,
dachs-scaling3,24,Q01,votable,8,2,1122,18.619,60.30616,0.917468,129.028698,2.139561,0.114999,864588458.666667,868040704,
dachs-scaling3,24,Q01,votable,8,3,1132,18.807,60.225299,0.918693,128.956245,2.14123,0.113919,865221290.666667,871297024,
dachs-scaling3,24,Q05,votable,32,1,706,11.401,62.881665,0.960946,493.273929,7.844479,0.698688,1038315204.923077,1147183104,
dachs-scaling3,24,Q05,votable,32,2,707,11.366,63.20698,0.956293,494.124677,7.817565,0.698903,1042602456.615385,1162858496,
dachs-scaling3,24,Q05,votable,32,3,726,11.624,63.489552,0.951913,507.119119,7.987442,0.698511,1078798808.615385,1143889920,
dachs-scaling3,24,Q05,votable,8,1,621,10.261,61.158412,0.90517,416.426971,6.808989,0.670575,1004044288.0,1066217472,
dachs-scaling3,24,Q05,votable,8,2,630,10.414,60.810426,0.910511,428.449462,7.045658,0.680079,1043177472.0,1096990720,
dachs-scaling3,24,Q05,votable,8,3,639,10.547,61.012379,0.907404,423.611888,6.943048,0.662929,1034509653.333333,1078190080,
dachs-scaling3,24,Q11,votable,32,1,300,4.583,65.46489,0.922334,103.589117,1.582361,0.345297,1092301430.153846,1138536448,
dachs-scaling3,24,Q11,votable,32,2,313,4.813,65.033208,0.928729,108.403252,1.666891,0.346336,1101189120.0,1162629120,
dachs-scaling3,24,Q11,votable,32,3,300,4.809,62.400007,0.886975,103.96515,1.666108,0.34655,1098055680.0,1152663552,
dachs-scaling3,24,Q11,votable,8,1,282,4.563,62.133637,0.971375,95.930941,1.543945,0.340181,1023681772.307692,1058324480,
dachs-scaling3,24,Q11,votable,8,2,278,4.594,60.519271,0.914078,93.79037,1.54976,0.337375,1044587520.0,1072500736,
dachs-scaling3,24,Q11,votable,8,3,282,4.605,61.755829,0.895821,95.676989,1.549279,0.33928,1045534037.333333,1084411904,
dachs-scaling3,24,Q13,votable,32,1,805,12.912,62.431168,0.887149,412.399572,6.605668,0.512298,1011350186.666667,1024380928,
dachs-scaling3,24,Q13,votable,32,2,807,12.958,63.036619,0.878401,420.089837,6.664219,0.520557,1006073514.666667,1031966720,
dachs-scaling3,24,Q13,votable,32,3,805,12.946,62.544938,0.96629,410.353889,6.560945,0.509756,1007115342.769231,1019482112,
dachs-scaling3,24,Q13,votable,8,1,784,12.959,60.903373,0.909056,384.901288,6.319868,0.490946,1036400981.333333,1046941696,
dachs-scaling3,24,Q13,votable,8,2,798,13.148,60.859463,0.909852,390.342134,6.413828,0.489151,1022530560.0,1044131840,
dachs-scaling3,24,Q13,votable,8,3,801,13.207,60.665845,0.912669,390.87615,6.443101,0.487985,1005473450.666667,1021239296,
dachs-scaling3,24,mix,votable,32,1,732,11.739,63.064195,0.878162,346.594265,5.495896,0.473489,933469866.666667,955072512,
dachs-scaling3,24,mix,votable,32,2,737,11.729,63.401118,0.952988,363.669261,5.736007,0.493445,942048807.384615,1026093056,
dachs-scaling3,24,mix,votable,32,3,738,11.773,63.36593,0.874221,343.279711,5.417418,0.465149,946085888.0,1077633024,
dachs-scaling3,24,mix,votable,8,1,741,12.222,61.387341,0.984059,337.342892,5.495317,0.455254,927930210.461538,1034252288,
dachs-scaling3,24,mix,votable,8,2,740,12.233,60.835914,0.910079,341.990902,5.62153,0.46215,927662421.333333,997294080,
dachs-scaling3,24,mix,votable,8,3,741,12.217,61.349152,0.902415,329.063685,5.363785,0.444081,941468330.666667,983392256,
egernia-scaling3,24,Q01,csv,32,1,43616,726.536,60.045989,0.936392,339.886451,5.660436,0.007793,1843937962.666667,1844887552,4
egernia-scaling3,24,Q01,csv,32,2,43484,724.227,60.059114,0.8517,338.830143,5.641611,0.007792,1827085218.909091,1843638272,4
egernia-scaling3,24,Q01,csv,32,3,43568,725.805,60.044654,0.851299,336.692625,5.607371,0.007728,1775746699.636364,1794846720,4
egernia-scaling3,24,Q01,csv,8,1,37973,632.739,60.097652,0.934459,230.80466,3.840494,0.006078,1842173610.666667,1844555776,4
egernia-scaling3,24,Q01,csv,8,2,37420,622.946,60.086107,0.934741,234.631395,3.904919,0.00627,1841472853.333333,1841827840,4
egernia-scaling3,24,Q01,csv,8,3,46155,769.177,60.084984,0.936039,274.384878,4.566613,0.005945,1843523242.666667,1853603840,4
egernia-scaling3,24,Q05,csv,32,1,40838,680.194,60.040126,0.852172,360.988517,6.012454,0.00884,1686986752.0,1694486528,4
egernia-scaling3,24,Q05,csv,32,2,40818,679.771,60.072335,0.936402,360.33741,5.998392,0.008828,1682147328.0,1682784256,4
egernia-scaling3,24,Q05,csv,32,3,41309,687.886,60.087947,0.935579,357.686381,5.952714,0.008659,1676647424.0,1682673664,4
egernia-scaling3,24,Q05,csv,8,1,31999,533.211,60.096082,0.934031,220.402569,3.667503,0.006888,1754435925.333333,1759166464,4
egernia-scaling3,24,Q05,csv,8,2,39365,655.97,60.019132,0.93621,269.199979,4.485236,0.006839,1742733994.666667,1744859136,4
egernia-scaling3,24,Q05,csv,8,3,31909,531.744,60.090276,0.934137,220.006785,3.661271,0.006895,1719641088.0,1723195392,4
egernia-scaling3,24,Q11,csv,32,1,3836,63.486,60.858877,0.92258,423.317725,6.955727,0.110354,1784442538.666667,1794813952,4
egernia-scaling3,24,Q11,csv,32,2,3779,62.752,60.242855,0.932263,406.448334,6.746831,0.107554,1792855722.666667,1804513280,4
